v_g,i_ds,r
4.939381,0.0007353949,407.94408555185794
4.758249,0.0007375159,406.77089131230935
4.841208,0.0007362573,407.46624855196677
4.785917,0.0007365681,407.2943153525112
4.737908,0.0007370539,407.0258633730857
4.686894,0.0007374796,406.7909132672958
4.638566,0.0007377153,406.66094359165385
4.588351,0.0007380316,406.4866599207947
4.538771,0.0007384915,406.23351792133013
4.356423,0.0007407371,405.0019905847837
4.436486,0.0007395,405.67951318458415
4.257418,0.0007415631,404.55087368829436
4.337111,0.0007402095,405.2906643321924
4.158563,0.0007423336,404.1309729210695
4.237354,0.0007410895,404.8094056116029
4.183799,0.0007415201,404.5743331839555
4.006683,0.0007435963,403.44471859260193
4.085814,0.0007422571,404.17262428341877
4.035491,0.0007426302,403.96956654873446
3.985157,0.00074298,403.7793749495276
3.936428,0.0007433664,403.56949143786966
3.88294,0.0007438174,403.3247944992951
3.834103,0.00074416,403.13910986884537
3.783916,0.0007444426,402.98607306997206
3.608173,0.0007465532,401.84678064470154
3.684381,0.0007452061,402.5731941807776
3.633839,0.0007455664,402.3786479648224
3.580032,0.0007460035,402.1428853886074
3.530801,0.0007464625,401.89560761592173
3.479369,0.0007467286,401.7523903597639
3.430214,0.0007469958,401.60868374360336
3.37926,0.0007473974,401.39288683637375
3.330123,0.0007477292,401.21477133700273
3.156146,0.0007497134,400.1529117660162
3.227389,0.0007485031,400.799943246728
3.056969,0.0007504091,399.78193228200456
3.12735,0.00074924,400.4057444877476
2.951377,0.0007512389,399.34034299874514
3.021997,0.0007500918,399.9510459919706
2.852873,0.0007519886,398.9422180070283
2.922898,0.0007508327,399.55638586332213
2.873624,0.0007511775,399.3729844144693
2.817988,0.0007516022,399.1473148960979
2.76965,0.0007519652,398.95463247501345
2.602266,0.0007536397,398.0682015557301
2.671665,0.0007526019,398.61711749598294
2.62322,0.0007530146,398.3986499066552
2.574035,0.0007533528,398.2197982140638
2.401066,0.000755097,397.29994954290635
2.472517,0.0007541267,397.8111370410304
2.422941,0.0007543399,397.69870319732524
2.373626,0.0007545819,397.57115827983677
2.203172,0.0007564813,396.57292255604995
2.275256,0.0007553181,397.1836501733508
2.222721,0.0007556172,397.02643084355407
2.051885,0.0007573662,396.10957024488283
2.122756,0.0007564024,396.6142889023091
2.073354,0.000756725,396.4452079685487
2.025122,0.0007570181,396.29171350064155
1.975934,0.0007572574,396.1664818329936
1.800992,0.0007591261,395.19126005547696
1.87323,0.0007580409,395.75700994497794
1.701963,0.0007598068,394.83721388121296
1.775432,0.0007587021,395.4121123429077
1.725852,0.0007588993,395.3093644967125
1.674842,0.0007591188,395.1950603779013
1.623726,0.0007594437,395.0259907350604
1.451251,0.0007611703,394.1299338663108
1.526175,0.0007601276,394.6705789922639
1.476689,0.0007603593,394.5503132532212
1.427067,0.0007607308,394.35763610465096
1.253842,0.0007624464,393.4702819765429
1.324969,0.0007613402,394.04198018178994
1.27511,0.0007615046,393.95691109416805
1.102008,0.0007633456,393.006784869134
1.176766,0.0007621675,393.61426458094843
1.003063,0.0007640076,392.6662509639956
1.070947,0.0007629428,393.2142750413268
1.022058,0.0007632942,393.0332498268688
0.9722583,0.0007636594,392.8452920241668
0.9242547,0.0007639296,392.70634362119233
0.8694491,0.000764209,392.5627675151693
0.8208113,0.000764314,392.5088379906687
0.772148,0.00076469,392.3158404059161
0.5973927,0.0007664122,391.43426996595304
0.6720691,0.0007653532,391.97588773392465
0.4984675,0.0007670246,391.12174498705775
0.5735142,0.0007659945,391.64772070817736
0.396716,0.0007678044,390.7245126493154
0.4713417,0.0007667753,391.24890955668496
0.2976873,0.0007685357,390.3527188131924
0.3729061,0.000767449,390.9054543038039
0.1987794,0.0007691435,390.0442505202215
0.2749237,0.0007681165,390.56575402299
0.2215876,0.0007684274,390.40773402926544
0.1709438,0.0007687798,390.2287755219375
-0.002681338,0.0007704684,389.37352914149363
