v_g,i_ds,r
39.57737,0.0005477094,547.7357153264121
39.61149,0.0005467584,548.6884152122766
39.51254,0.0005478336,547.6115375179616
39.40824,0.0005489094,546.5382811808287
39.31195,0.000549939,545.5150480325999
39.21157,0.0005509854,544.479037012596
39.11243,0.0005520906,543.3890741845632
39.01089,0.0005530374,542.4587921178568
38.77969,0.0005562284,539.3467863201519
38.80891,0.0005553616,540.1885906407645
38.57521,0.0005586045,537.0526016170653
38.60413,0.000557685,537.9380833266091
38.3745,0.000560749,534.9987249197055
38.40902,0.0005596775,536.0229775183029
38.17334,0.0005629917,532.8675360578139
38.20937,0.0005619121,533.8913328258993
38.11005,0.0005628756,532.9774465263728
38.00445,0.0005639705,531.9427168619635
37.90891,0.0005649636,531.0076613785384
37.80679,0.0005659565,530.0760747513281
37.57294,0.0005691815,527.0726473014319
37.60782,0.0005682223,527.9623837360836
37.50763,0.000569197,527.058294404222
37.40809,0.0005700799,526.2420232672648
37.30836,0.000571116,525.2873321706974
37.21294,0.0005720904,524.3926484345831
37.10893,0.0005731206,523.4500382641978
36.87402,0.0005763457,520.520930406872
36.91121,0.0005751566,521.5970746054204
36.81018,0.0005762628,520.595811494339
36.57406,0.0005794766,517.7085666617081
36.6109,0.0005783844,518.6861886316436
36.50999,0.0005793628,517.81025637131
36.27417,0.000582462,515.0550593858484
36.30586,0.000581553,515.8601193700316
36.20928,0.0005826068,514.9270485686058
36.10355,0.0005835246,514.1171426191801
36.00579,0.0005844785,513.2780760968966
35.7697,0.0005876388,510.517685353656
35.80508,0.0005865552,511.46081391828085
35.70335,0.000587413,510.7139269985513
35.60483,0.0005883624,509.88982300704464
35.36708,0.0005915557,507.1373667771268
35.40424,0.0005905113,508.0343085729265
35.30479,0.0005914124,507.26024682607266
35.06697,0.0005946419,504.50531656111013
35.10531,0.0005935117,505.4660253538388
35.0057,0.0005944041,504.7071512460967
34.9057,0.0005953907,503.8708196147504
34.80273,0.0005965366,502.9029233076394
34.56946,0.0005994601,500.45032188130614
34.60604,0.0005983944,501.3415900950945
34.36835,0.0006014759,498.7731012996531
34.40346,0.0006005673,499.5276965628998
34.30472,0.0006013324,498.8921268835672
34.20309,0.0006022693,498.11604210940186
33.96976,0.0006053125,495.611770779556
34.00663,0.0006042218,496.50641535939286
33.90499,0.0006052932,495.62757354617565
33.66248,0.0006083144,493.16603387984895
33.69705,0.0006072356,494.042180662662
33.59824,0.0006081494,493.299837178167
33.49521,0.0006091442,492.49422386357776
33.39972,0.0006101285,491.69969932563384
33.16484,0.0006131215,489.2994292322158
33.19686,0.0006121501,490.0758817159386
33.09797,0.0006130135,489.3856334322164
32.99783,0.0006139117,488.66962463820124
32.89755,0.0006148503,487.92364580451533
32.66341,0.0006177119,485.66330031848173
32.69619,0.0006167872,486.3914166830959
32.59488,0.0006176727,485.69412246971575
32.49802,0.0006185347,485.017251255265
32.39833,0.0006193905,484.34711220143026
32.29641,0.0006204796,483.4969594487876
32.19641,0.000621275,482.87795259748094
32.09874,0.0006221087,482.23083843707695
31.99505,0.0006230543,481.4989640549788
31.89806,0.0006240627,480.7209275606441
31.79548,0.0006249175,480.0633683646241
31.69553,0.0006259044,479.30642443159053
31.5955,0.0006267521,478.6581488917229
31.36429,0.0006299326,476.2414264637201
31.39616,0.0006286151,477.2395699689682
31.15973,0.0006316515,474.9454406425062
31.18999,0.0006306604,475.6918303416545
31.09057,0.0006314928,475.0647988385615
30.99123,0.0006323506,474.420361109802
30.75785,0.0006354235,472.12607025078546
30.7918,0.0006343618,472.9162443261873
30.69436,0.0006352147,472.281261752916
30.59118,0.0006362296,471.5278886741516
30.49423,0.0006370213,470.9418664650617
30.39303,0.0006379283,470.2722860860696
30.29142,0.0006388646,469.58306971461553
30.19357,0.0006397305,468.9474708490528
29.96006,0.0006425768,466.87026360117574
29.99358,0.0006415384,467.6259441367812
29.75863,0.0006446033,465.4025196582146
29.79146,0.0006436048,466.12455345267773
